train_MAE,val_MAE,test_MAE,Params,ModelMB,CPUms,N1,N2,Train_A,Val_A,Test_A,Train_B,Val_B,Test_B
0.9629640579223633,1.0866574048995972,1.045737385749817,37537.0,0.1624593734741211,6.532254219055176,804,959,120,121,563,143,144,672
