epoch,train_loss,train_acc1,val_mae,val_rmse,val_r,val_acc1,val_acc2
1,63.72886191474067,0.0,96.74903869628906,96.76043629113089,-0.07014452666044235,0.0,0.0
2,63.554295010036896,0.0,96.4940185546875,96.50541901073483,-0.03464392200112343,0.0,0.0
3,63.357211642795136,0.0,96.26909637451172,96.28049435763197,0.009717714972794056,0.0,0.0
4,63.22895431518555,0.0,96.06007385253906,96.07145574714167,0.04039342328906059,0.0,0.0
5,63.00525877210829,0.0,95.86892700195312,95.880301556485,0.062018297612667084,0.0,0.0
6,62.978185441758896,0.0,95.68016052246094,95.69153628815613,0.07153069972991943,0.0,0.0
7,62.81653806898329,0.0,95.46002197265625,95.47144022396174,0.07180730998516083,0.0,0.0
8,62.728723737928604,0.0,95.25120544433594,95.26264064744899,0.08073834329843521,0.0,0.0
9,62.568990071614586,0.0,95.05320739746094,95.06467268227193,0.08982827514410019,0.0,0.0
10,62.41563161214193,0.0,94.8617172241211,94.87322441520315,0.0985296368598938,0.0,0.0
11,62.254292805989586,0.0,94.67433166503906,94.68584466374844,0.10171729326248169,0.0,0.0
12,62.15314610799154,0.0,94.48934173583984,94.50088355241712,0.10024138540029526,0.0,0.0
13,62.04310056898329,0.0,94.30552673339844,94.31709730345818,0.09386042505502701,0.0,0.0
14,61.897621154785156,0.0,94.12200927734375,94.13360580678666,0.09269934147596359,0.0,0.0
15,61.758133782280815,0.0,93.93794250488281,93.94956363822293,0.09727269411087036,0.0,0.0
16,61.701233334011505,0.0,93.7527847290039,93.76442597342022,0.10080180317163467,0.0,0.0
17,61.57113520304362,0.0,93.54024505615234,93.55190529526911,0.10470044612884521,0.0,0.0
18,61.42546378241645,0.0,93.25346374511719,93.26517344713942,0.10039470344781876,0.0,0.0
19,61.19777467515733,0.0,92.95252227783203,92.96426985003431,0.10149791091680527,0.0,0.0
20,61.008917490641274,0.0,92.64940643310547,92.66119295415692,0.10521948337554932,0.0,0.0
21,60.83329179551866,0.0,92.34688568115234,92.35869697137352,0.10921722650527954,0.0,0.0
22,60.54851065741645,0.0,92.04439544677734,92.05626251782114,0.10540008544921875,0.0,0.0
23,60.38050842285156,0.0,91.74164581298828,91.75354961628187,0.09733106940984726,0.0,0.0
24,60.25285424126519,0.0,91.43754577636719,91.44949297631453,0.09973908960819244,0.0,0.0
25,60.033685048421226,0.0,91.13116455078125,91.14313626961989,0.10771496593952179,0.0,0.0
26,59.79401312934028,0.0,90.8219985961914,90.83402618237287,0.11022073775529861,0.0,0.0
27,59.60007180107964,0.0,90.50918579101562,90.52124987917202,0.09711465239524841,0.0,0.0
28,59.42155329386393,0.0,90.19277954101562,90.2048883098915,0.08355650305747986,0.0,0.0
