epoch,train_loss,val_mae,val_rmse,val_r,val_acc1,val_acc2
1,58.61005344390869,96.611244,96.62505,-0.3107001483440399,0.0,0.0
2,58.19358463287354,96.10422,96.118065,-0.1372232437133789,0.0,0.0
3,57.79404525756836,95.49338,95.50748,-0.13256293535232544,0.0,0.0
4,57.43235321044922,94.812546,94.82708,-0.21254658699035645,0.0,0.0
5,57.09558029174805,94.197395,94.21207,-0.24157047271728516,0.0,0.0
6,56.77362957000732,93.612724,93.62741,-0.2424883395433426,0.0,0.0
7,56.443440437316895,93.01944,93.034164,-0.24584269523620605,0.0,0.0
8,56.096950912475585,92.40361,92.41838,-0.24710188806056976,0.0,0.0
9,55.73605880737305,91.75954,91.77437,-0.24010945856571198,0.0,0.0
10,55.339566993713376,91.06599,91.08089,-0.24694058299064636,0.0,0.0
11,54.92332878112793,90.32722,90.34221,-0.2560555338859558,0.0,0.0
12,54.47160034179687,89.54529,89.56039,-0.2597290873527527,0.0,0.0
13,53.984995460510255,88.71885,88.73405,-0.24963080883026123,0.0,0.0
14,53.4742353439331,87.84104,87.85637,-0.2562170624732971,0.0,0.0
15,52.930375480651854,86.918144,86.9336,-0.23903851211071014,0.0,0.0
16,52.362403869628906,85.945694,85.96131,-0.23511891067028046,0.0,0.0
17,51.767219924926756,84.919365,84.93517,-0.24419710040092468,0.0,0.0
18,51.13271598815918,83.84205,83.85803,-0.2274928241968155,0.0,0.0
19,50.46657390594483,82.712036,82.728226,-0.22213056683540344,0.0,0.0
20,49.77668418884277,81.5277,81.54409,-0.2138652205467224,0.0,0.0
21,49.04569759368896,80.29143,80.30808,-0.2252964973449707,0.0,0.0
22,48.28314990997315,78.99962,79.016525,-0.2183818221092224,0.0,0.0
23,47.49054355621338,77.65407,77.67126,-0.21734917163848877,0.0,0.0
24,46.66621837615967,76.25056,76.26806,-0.21463598310947418,0.0,0.0
25,45.797074508666995,74.790436,74.80827,-0.21461912989616394,0.0,0.0
26,44.897057914733885,73.27447,73.29266,-0.21244566142559052,0.0,0.0
27,43.9702262878418,71.69389,71.71246,-0.20245778560638428,0.0,0.0
28,43.00802059173584,70.05551,70.07452,-0.21270421147346497,0.0,0.0
29,41.98948574066162,68.357925,68.37741,-0.21822164952754974,0.0,0.0
30,40.94710826873779,66.59764,66.61762,-0.1984565258026123,0.0,0.0
31,39.86941986083984,64.77503,64.79557,-0.20225663483142853,0.0,0.0
32,38.75138187408447,62.88998,62.911148,-0.21313314139842987,0.0,0.0
33,37.60598888397217,60.93593,60.95778,-0.21677446365356445,0.0,0.0
34,36.398596382141115,58.91841,58.94099,-0.2082819789648056,0.0,0.0
35,35.15831699371338,56.83533,56.858753,-0.2194795310497284,0.0,0.0
36,33.88780345916748,54.68336,54.707653,-0.19602416455745697,0.0,0.0
37,32.56048593521118,52.464703,52.49008,-0.22192499041557312,0.0,0.0
38,31.20372247695923,50.17764,50.20415,-0.21196213364601135,0.0,0.0
39,29.829122734069824,47.819008,47.846832,-0.21666346490383148,0.0,0.0
40,28.355128383636476,45.387547,45.416794,-0.19162669777870178,0.0,0.0
41,26.868162155151367,42.886326,42.917282,-0.19160890579223633,0.0,0.0
42,25.345286273956297,40.310837,40.343777,-0.1941634714603424,0.0,0.0
43,23.76284875869751,37.660908,37.696186,-0.20421093702316284,0.0,0.0
44,22.137065410614014,34.935547,34.973522,-0.18705928325653076,0.0,0.0
45,20.478047943115236,32.136482,32.17778,-0.19341641664505005,0.0,0.0
