epoch,train_loss,val_rmse
1,0.5460853630846197,1.3594757653357856
2,0.4029912542213093,1.0528704481466598
3,0.40023450575994723,0.9596476366850055
4,0.3922568677049695,0.9610240239554114
5,0.3965705770886306,0.9871158112932367
6,0.38896702952457196,0.9527674326469427
7,0.3802459745696097,0.9578053222394428
8,0.3831088563257998,0.9578019224356396
9,0.3798992033257629,0.9536032817436542
10,0.3897727314721454,0.9594217450104137
11,0.3861782851092743,0.9616763074334916
12,0.37388506260785187,0.956644613079158
13,0.3783348367521257,0.9631667842030525
14,0.38643684915520926,0.9623726352858837
15,0.3879206803711978,0.9701334519764211
16,0.37271160113089014,0.9574295071092014
17,0.3777099120797533,0.9627123788648212
18,0.36514361112406757,0.9571377194975396
19,0.36519892265399295,0.9704512747768741
20,0.3599429875612259,0.9548711905402434
21,0.3664190184437867,0.9578349562126386
22,0.36302432575912186,0.9564711076775807
23,0.36736258977290354,0.9531346170651116
24,0.36141136288642883,0.960397220284756
25,0.356114412799026,0.9456625290376675
26,0.34830609505826776,0.9582937403794606
27,0.35898050959363126,0.9273437328551271
28,0.3404347477762988,0.9274908750065483
29,0.3340773367972085,0.9194779949403816
30,0.35775264420292596,0.940915719087634
31,0.3408270146359097,0.9269891214614503
32,0.3470970785075968,0.9193716853006881
33,0.3261046043851159,0.9169322268914637
34,0.3239139436998151,0.9163826889162836
35,0.3158961037794749,0.9180663392833175
36,0.3339202464981513,0.9285516538301044
37,0.3268093304200606,0.9180995225437435
38,0.31158656965602527,0.8932403605530915
39,0.3153705052805669,0.8761814540672652
40,0.3034194926872398,0.840391896481662
41,0.2922943166711114,0.8024371516120207
42,0.25048765788475674,0.7891427664706827
43,0.27397694348385837,0.808347621399556
44,0.2581953164754492,0.7754838396991182
45,0.22546516505606246,0.7869847542262676
46,0.2276605713096532,0.7834891642301555
47,0.21146625427134108,0.7732971357067894
48,0.20245013690807603,0.7194537009562715
49,0.18908735646894484,0.7444412182084768
50,0.19493053266496368,0.8015026595265303
51,0.18480837299968256,0.7584314046976409
52,0.18354676844495715,0.7654667428078683
53,0.165170259293959,0.7284187994732553
54,0.17074599021086187,0.7715733232316521
55,0.15737184419324904,0.7529717282751139
56,0.1495533918566776,0.7473606338633152
57,0.13807273153780084,0.7337610292649536
58,0.14686519652605057,0.6969105076864398
59,0.14242577462485342,0.7298246674277349
60,0.13298498489188426,0.7680900280354809
61,0.1298789627793612,0.7272601188764481
62,0.12252954077540022,0.7274272825695746
63,0.12498033701470404,0.7117637403942133
64,0.12947556822363174,0.7214347042333814
65,0.10853800200151675,0.7219626531531858
66,0.10579889239461134,0.7214223264915036
67,0.12618912942707539,0.732047300593565
68,0.10945587958011663,0.7102995041029783
69,0.1086710152696028,0.714461541391413
70,0.08699308934085297,0.6904933112992936
71,0.0981278270483017,0.7309827032063034
72,0.0832529239582293,0.7468235575775285
73,0.08639596018827322,0.7109766893958522
74,0.07965355815196579,0.6619623089739509
75,0.07282020926306193,0.7007428359995195
76,0.07801925506668561,0.6891781820340419
77,0.06766886275374528,0.6715683139558214
78,0.062255145840798366,0.6796093765477094
79,0.0697113573833397,0.7038338551626775
80,0.07854847996636774,0.6919368860646018
81,0.06938280032552553,0.6915529007131548
82,0.06648673625154929,0.6982817473153554
83,0.06252174621278589,0.6797054799641279
84,0.05865294226642811,0.6937238817398788
85,0.06030778603797609,0.6855031549990801
86,0.05866700921659217,0.6841604546900703
87,0.057378137089086304,0.6784292149944063
88,0.04630914677611806,0.6776518323836803
89,0.04675175845058578,0.6864253698238432
90,0.04872524024297794,0.6832891646586227
91,0.06897833023333189,0.6860189294579832
92,0.06473251069529039,0.6851412816639317
93,0.04461006089254762,0.6988452514375145
94,0.04829357539049604,0.6885612232448937
95,0.055732264536235365,0.691843987994997
96,0.04857992711053653,0.6799915586115688
97,0.03819613676574646,0.6866895121824035
98,0.032709244384684345,0.6837588655653408
99,0.04419384837489237,0.6878801333028366
