train_MAE,val_MAE,test_MAE,train_RMSE,val_RMSE,test_RMSE,Params,Model_MB,Latency_ms,N_A,N_B,Train_total,Val_total,Test_total,epochs_ran
0.40482479333877563,0.7517423629760742,0.7264139652252197,0.6004926562309265,0.9820477366447449,0.9570350050926208,1609577,6.1781511306762695,13.690641999710351,804,959,263,265,1235,99
